strategy_id,symbol,tf,n_bars,n_trades,is_sharpe,oos_sharpe,oos_sortino,oos_cagr,oos_max_dd,oos_calmar,oos_ulcer,oos_upi,oos_tail_ratio,oos_dd_duration_bars,oos_dd_recovery_bars,oos_psr,oos_dsr,n_profitable_regimes,regime_sharpes,worst3_months_mean,rho_buy_hold_oos,maker_fill_pct,unfilled_pct,fee_drag,total_fee_paid,gates_passed,gate_detail,win_rate,profit_factor,avg_win,avg_loss,avg_hold_bars,monthly_returns,yearly_returns,equity_file,execution_mode
sig_bos,SOLUSDT,4h,6570,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.0,0,"{""weak_uptrend"": 0.0, ""strong_uptrend"": 0.0, ""strong_downtrend"": 0.0, ""weak_downtrend"": 0.0}",0.0,0.0,0.0,0.0,,0.0,2,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.0,0.0,0.0,0.0,0.0,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": 0.0, ""2022-04"": 0.0, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0, ""2022-08"": 0.0, ""2022-09"": 0.0, ""2022-10"": 0.0, ""2022-11"": 0.0, ""2022-12"": 0.0, ""2023-01"": 0.0, ""2023-02"": 0.0, ""2023-03"": 0.0, ""2023-04"": 0.0, ""2023-05"": 0.0, ""2023-06"": 0.0, ""2023-07"": 0.0, ""2023-08"": 0.0, ""2023-09"": 0.0, ""2023-10"": 0.0, ""2023-11"": 0.0, ""2023-12"": 0.0, ""2024-01"": 0.0, ""2024-02"": 0.0, ""2024-03"": 0.0, ""2024-04"": 0.0, ""2024-05"": 0.0, ""2024-06"": 0.0, ""2024-07"": 0.0, ""2024-08"": 0.0, ""2024-09"": 0.0, ""2024-10"": 0.0, ""2024-11"": 0.0, ""2024-12"": 0.0}","{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0}",sig_bos__SOLUSDT__4h.parquet,v1
sig_choch,BTCUSDT,4h,6570,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.0,0,"{""strong_uptrend"": 0.0, ""weak_uptrend"": 0.0, ""weak_downtrend"": 0.0, ""strong_downtrend"": 0.0}",0.0,0.0,0.0,0.0,,0.0,2,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.0,0.0,0.0,0.0,0.0,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": 0.0, ""2022-04"": 0.0, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0, ""2022-08"": 0.0, ""2022-09"": 0.0, ""2022-10"": 0.0, ""2022-11"": 0.0, ""2022-12"": 0.0, ""2023-01"": 0.0, ""2023-02"": 0.0, ""2023-03"": 0.0, ""2023-04"": 0.0, ""2023-05"": 0.0, ""2023-06"": 0.0, ""2023-07"": 0.0, ""2023-08"": 0.0, ""2023-09"": 0.0, ""2023-10"": 0.0, ""2023-11"": 0.0, ""2023-12"": 0.0, ""2024-01"": 0.0, ""2024-02"": 0.0, ""2024-03"": 0.0, ""2024-04"": 0.0, ""2024-05"": 0.0, ""2024-06"": 0.0, ""2024-07"": 0.0, ""2024-08"": 0.0, ""2024-09"": 0.0, ""2024-10"": 0.0, ""2024-11"": 0.0, ""2024-12"": 0.0}","{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0}",sig_choch__BTCUSDT__4h.parquet,v1
sig_choch,ETHUSDT,4h,6570,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.0,0,"{""weak_uptrend"": 0.0, ""strong_downtrend"": 0.0, ""weak_downtrend"": 0.0, ""strong_uptrend"": 0.0}",0.0,0.0,0.0,0.0,,0.0,2,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.0,0.0,0.0,0.0,0.0,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": 0.0, ""2022-04"": 0.0, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0, ""2022-08"": 0.0, ""2022-09"": 0.0, ""2022-10"": 0.0, ""2022-11"": 0.0, ""2022-12"": 0.0, ""2023-01"": 0.0, ""2023-02"": 0.0, ""2023-03"": 0.0, ""2023-04"": 0.0, ""2023-05"": 0.0, ""2023-06"": 0.0, ""2023-07"": 0.0, ""2023-08"": 0.0, ""2023-09"": 0.0, ""2023-10"": 0.0, ""2023-11"": 0.0, ""2023-12"": 0.0, ""2024-01"": 0.0, ""2024-02"": 0.0, ""2024-03"": 0.0, ""2024-04"": 0.0, ""2024-05"": 0.0, ""2024-06"": 0.0, ""2024-07"": 0.0, ""2024-08"": 0.0, ""2024-09"": 0.0, ""2024-10"": 0.0, ""2024-11"": 0.0, ""2024-12"": 0.0}","{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0}",sig_choch__ETHUSDT__4h.parquet,v1
sig_choch,SOLUSDT,4h,6570,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.0,0,"{""weak_uptrend"": 0.0, ""strong_uptrend"": 0.0, ""strong_downtrend"": 0.0, ""weak_downtrend"": 0.0}",0.0,0.0,0.0,0.0,,0.0,2,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.0,0.0,0.0,0.0,0.0,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": 0.0, ""2022-04"": 0.0, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0, ""2022-08"": 0.0, ""2022-09"": 0.0, ""2022-10"": 0.0, ""2022-11"": 0.0, ""2022-12"": 0.0, ""2023-01"": 0.0, ""2023-02"": 0.0, ""2023-03"": 0.0, ""2023-04"": 0.0, ""2023-05"": 0.0, ""2023-06"": 0.0, ""2023-07"": 0.0, ""2023-08"": 0.0, ""2023-09"": 0.0, ""2023-10"": 0.0, ""2023-11"": 0.0, ""2023-12"": 0.0, ""2024-01"": 0.0, ""2024-02"": 0.0, ""2024-03"": 0.0, ""2024-04"": 0.0, ""2024-05"": 0.0, ""2024-06"": 0.0, ""2024-07"": 0.0, ""2024-08"": 0.0, ""2024-09"": 0.0, ""2024-10"": 0.0, ""2024-11"": 0.0, ""2024-12"": 0.0}","{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0}",sig_choch__SOLUSDT__4h.parquet,v1
sig_confluence_ob_bos,BTCUSDT,4h,6570,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.0,0,"{""strong_uptrend"": 0.0, ""weak_uptrend"": 0.0, ""weak_downtrend"": 0.0, ""strong_downtrend"": 0.0}",0.0,0.0,0.0,0.0,,0.0,2,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.0,0.0,0.0,0.0,0.0,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": 0.0, ""2022-04"": 0.0, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0, ""2022-08"": 0.0, ""2022-09"": 0.0, ""2022-10"": 0.0, ""2022-11"": 0.0, ""2022-12"": 0.0, ""2023-01"": 0.0, ""2023-02"": 0.0, ""2023-03"": 0.0, ""2023-04"": 0.0, ""2023-05"": 0.0, ""2023-06"": 0.0, ""2023-07"": 0.0, ""2023-08"": 0.0, ""2023-09"": 0.0, ""2023-10"": 0.0, ""2023-11"": 0.0, ""2023-12"": 0.0, ""2024-01"": 0.0, ""2024-02"": 0.0, ""2024-03"": 0.0, ""2024-04"": 0.0, ""2024-05"": 0.0, ""2024-06"": 0.0, ""2024-07"": 0.0, ""2024-08"": 0.0, ""2024-09"": 0.0, ""2024-10"": 0.0, ""2024-11"": 0.0, ""2024-12"": 0.0}","{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0}",sig_confluence_ob_bos__BTCUSDT__4h.parquet,v1
sig_confluence_ob_bos,ETHUSDT,4h,6570,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.0,0,"{""weak_uptrend"": 0.0, ""strong_downtrend"": 0.0, ""weak_downtrend"": 0.0, ""strong_uptrend"": 0.0}",0.0,0.0,0.0,0.0,,0.0,2,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.0,0.0,0.0,0.0,0.0,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": 0.0, ""2022-04"": 0.0, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0, ""2022-08"": 0.0, ""2022-09"": 0.0, ""2022-10"": 0.0, ""2022-11"": 0.0, ""2022-12"": 0.0, ""2023-01"": 0.0, ""2023-02"": 0.0, ""2023-03"": 0.0, ""2023-04"": 0.0, ""2023-05"": 0.0, ""2023-06"": 0.0, ""2023-07"": 0.0, ""2023-08"": 0.0, ""2023-09"": 0.0, ""2023-10"": 0.0, ""2023-11"": 0.0, ""2023-12"": 0.0, ""2024-01"": 0.0, ""2024-02"": 0.0, ""2024-03"": 0.0, ""2024-04"": 0.0, ""2024-05"": 0.0, ""2024-06"": 0.0, ""2024-07"": 0.0, ""2024-08"": 0.0, ""2024-09"": 0.0, ""2024-10"": 0.0, ""2024-11"": 0.0, ""2024-12"": 0.0}","{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0}",sig_confluence_ob_bos__ETHUSDT__4h.parquet,v1
sig_confluence_ob_bos,SOLUSDT,4h,6570,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.0,0,"{""weak_uptrend"": 0.0, ""strong_uptrend"": 0.0, ""strong_downtrend"": 0.0, ""weak_downtrend"": 0.0}",0.0,0.0,0.0,0.0,,0.0,2,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.0,0.0,0.0,0.0,0.0,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": 0.0, ""2022-04"": 0.0, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0, ""2022-08"": 0.0, ""2022-09"": 0.0, ""2022-10"": 0.0, ""2022-11"": 0.0, ""2022-12"": 0.0, ""2023-01"": 0.0, ""2023-02"": 0.0, ""2023-03"": 0.0, ""2023-04"": 0.0, ""2023-05"": 0.0, ""2023-06"": 0.0, ""2023-07"": 0.0, ""2023-08"": 0.0, ""2023-09"": 0.0, ""2023-10"": 0.0, ""2023-11"": 0.0, ""2023-12"": 0.0, ""2024-01"": 0.0, ""2024-02"": 0.0, ""2024-03"": 0.0, ""2024-04"": 0.0, ""2024-05"": 0.0, ""2024-06"": 0.0, ""2024-07"": 0.0, ""2024-08"": 0.0, ""2024-09"": 0.0, ""2024-10"": 0.0, ""2024-11"": 0.0, ""2024-12"": 0.0}","{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0}",sig_confluence_ob_bos__SOLUSDT__4h.parquet,v1
sig_fvg,BTCUSDT,4h,6570,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.0,0,"{""strong_uptrend"": 0.0, ""weak_uptrend"": 0.0, ""weak_downtrend"": 0.0, ""strong_downtrend"": 0.0}",0.0,0.0,0.0,0.0,,0.0,2,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.0,0.0,0.0,0.0,0.0,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": 0.0, ""2022-04"": 0.0, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0, ""2022-08"": 0.0, ""2022-09"": 0.0, ""2022-10"": 0.0, ""2022-11"": 0.0, ""2022-12"": 0.0, ""2023-01"": 0.0, ""2023-02"": 0.0, ""2023-03"": 0.0, ""2023-04"": 0.0, ""2023-05"": 0.0, ""2023-06"": 0.0, ""2023-07"": 0.0, ""2023-08"": 0.0, ""2023-09"": 0.0, ""2023-10"": 0.0, ""2023-11"": 0.0, ""2023-12"": 0.0, ""2024-01"": 0.0, ""2024-02"": 0.0, ""2024-03"": 0.0, ""2024-04"": 0.0, ""2024-05"": 0.0, ""2024-06"": 0.0, ""2024-07"": 0.0, ""2024-08"": 0.0, ""2024-09"": 0.0, ""2024-10"": 0.0, ""2024-11"": 0.0, ""2024-12"": 0.0}","{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0}",sig_fvg__BTCUSDT__4h.parquet,v1
sig_fvg,ETHUSDT,4h,6570,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.0,0,"{""weak_uptrend"": 0.0, ""strong_downtrend"": 0.0, ""weak_downtrend"": 0.0, ""strong_uptrend"": 0.0}",0.0,0.0,0.0,0.0,,0.0,2,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.0,0.0,0.0,0.0,0.0,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": 0.0, ""2022-04"": 0.0, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0, ""2022-08"": 0.0, ""2022-09"": 0.0, ""2022-10"": 0.0, ""2022-11"": 0.0, ""2022-12"": 0.0, ""2023-01"": 0.0, ""2023-02"": 0.0, ""2023-03"": 0.0, ""2023-04"": 0.0, ""2023-05"": 0.0, ""2023-06"": 0.0, ""2023-07"": 0.0, ""2023-08"": 0.0, ""2023-09"": 0.0, ""2023-10"": 0.0, ""2023-11"": 0.0, ""2023-12"": 0.0, ""2024-01"": 0.0, ""2024-02"": 0.0, ""2024-03"": 0.0, ""2024-04"": 0.0, ""2024-05"": 0.0, ""2024-06"": 0.0, ""2024-07"": 0.0, ""2024-08"": 0.0, ""2024-09"": 0.0, ""2024-10"": 0.0, ""2024-11"": 0.0, ""2024-12"": 0.0}","{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0}",sig_fvg__ETHUSDT__4h.parquet,v1
sig_fvg,SOLUSDT,4h,6570,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.0,0,"{""weak_uptrend"": 0.0, ""strong_uptrend"": 0.0, ""strong_downtrend"": 0.0, ""weak_downtrend"": 0.0}",0.0,0.0,0.0,0.0,,0.0,2,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.0,0.0,0.0,0.0,0.0,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": 0.0, ""2022-04"": 0.0, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0, ""2022-08"": 0.0, ""2022-09"": 0.0, ""2022-10"": 0.0, ""2022-11"": 0.0, ""2022-12"": 0.0, ""2023-01"": 0.0, ""2023-02"": 0.0, ""2023-03"": 0.0, ""2023-04"": 0.0, ""2023-05"": 0.0, ""2023-06"": 0.0, ""2023-07"": 0.0, ""2023-08"": 0.0, ""2023-09"": 0.0, ""2023-10"": 0.0, ""2023-11"": 0.0, ""2023-12"": 0.0, ""2024-01"": 0.0, ""2024-02"": 0.0, ""2024-03"": 0.0, ""2024-04"": 0.0, ""2024-05"": 0.0, ""2024-06"": 0.0, ""2024-07"": 0.0, ""2024-08"": 0.0, ""2024-09"": 0.0, ""2024-10"": 0.0, ""2024-11"": 0.0, ""2024-12"": 0.0}","{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0}",sig_fvg__SOLUSDT__4h.parquet,v1
sig_fvg_fade,BTCUSDT,4h,6570,250,0.143,-1.237,-1.296,-0.3813,-0.4709,-0.81,31.412,-0.012,0.889,1599,345,0.0,0.0,1,"{""strong_uptrend"": -0.24349557118737816, ""weak_uptrend"": -2.0360794491492586, ""weak_downtrend"": -4.0420338210796345, ""strong_downtrend"": 5.40470203834867}",-0.0971,0.664,0.0,0.0,,0.0,0,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.46,0.874,194.45,-189.6,52.9,"{""2022-01"": -0.0932, ""2022-02"": -0.1171, ""2022-03"": 0.1372, ""2022-04"": -0.1543, ""2022-05"": -0.1438, ""2022-06"": -0.1635, ""2022-07"": 0.249, ""2022-08"": -0.1885, ""2022-09"": -0.0848, ""2022-10"": -0.0088, ""2022-11"": -0.068, ""2022-12"": -0.0259, ""2023-01"": 0.2111, ""2023-02"": -0.0854, ""2023-03"": -0.0598, ""2023-04"": 0.0206, ""2023-05"": 0.0147, ""2023-06"": 0.0454, ""2023-07"": -0.0112, ""2023-08"": 0.0162, ""2023-09"": 0.0117, ""2023-10"": 0.1486, ""2023-11"": 0.0502, ""2023-12"": 0.0942, ""2024-01"": 0.0492, ""2024-02"": 0.1473, ""2024-03"": 0.1572, ""2024-04"": -0.1451, ""2024-05"": 0.0207, ""2024-06"": -0.0795, ""2024-07"": -0.0587, ""2024-08"": -0.1448, ""2024-09"": -0.0446, ""2024-10"": -0.0671, ""2024-11"": 0.2616, ""2024-12"": -0.0404}","{""2022"": -0.5397, ""2023"": 0.5126, ""2024"": -0.0282}",sig_fvg_fade__BTCUSDT__4h.parquet,v1
sig_fvg_fade,ETHUSDT,4h,6570,290,0.217,-0.304,-0.324,-0.1851,-0.4262,-0.434,25.02,-0.007,0.962,1642,681,0.0,0.0,3,"{""weak_uptrend"": -2.151325260547465, ""strong_downtrend"": 0.8987357654861327, ""weak_downtrend"": 0.8137171723261077, ""strong_uptrend"": 1.8522601543316934}",-0.0782,0.633,0.0,0.0,,0.0,1,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": true, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.466,0.95,219.27,-201.02,43.88,"{""2022-01"": -0.0044, ""2022-02"": -0.0262, ""2022-03"": 0.1369, ""2022-04"": -0.1265, ""2022-05"": -0.1996, ""2022-06"": -0.3062, ""2022-07"": 0.096, ""2022-08"": 0.0018, ""2022-09"": -0.1372, ""2022-10"": 0.0735, ""2022-11"": -0.0035, ""2022-12"": 0.0021, ""2023-01"": 0.1204, ""2023-02"": -0.0579, ""2023-03"": 0.1847, ""2023-04"": -0.0424, ""2023-05"": -0.0531, ""2023-06"": 0.0346, ""2023-07"": -0.0598, ""2023-08"": -0.0619, ""2023-09"": 0.0689, ""2023-10"": 0.0924, ""2023-11"": 0.1115, ""2023-12"": -0.0291, ""2024-01"": 0.0021, ""2024-02"": 0.244, ""2024-03"": 0.1154, ""2024-04"": -0.1292, ""2024-05"": -0.0719, ""2024-06"": -0.0637, ""2024-07"": -0.0819, ""2024-08"": -0.0808, ""2024-09"": 0.0691, ""2024-10"": 0.0348, ""2024-11"": 0.2978, ""2024-12"": -0.0644}","{""2022"": -0.4569, ""2023"": 0.3039, ""2024"": 0.1925}",sig_fvg_fade__ETHUSDT__4h.parquet,v1
sig_fvg_fade,SOLUSDT,4h,6570,281,1.157,-0.238,-0.251,-0.2254,-0.3345,-0.674,18.25,-0.012,0.869,1379,763,0.0,0.0,1,"{""weak_uptrend"": -0.6089239588724845, ""strong_uptrend"": 1.0340961012253962, ""strong_downtrend"": -0.5921384838039716, ""weak_downtrend"": -0.26865664269052797}",-0.0972,0.615,0.0,0.0,,0.0,0,"{""gate_mdd"": false, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": false, ""gate_maker_fill"": false}",0.445,1.241,870.02,-561.85,44.88,"{""2022-01"": -0.0074, ""2022-02"": 0.0417, ""2022-03"": 0.1845, ""2022-04"": -0.0927, ""2022-05"": -0.3356, ""2022-06"": -0.2581, ""2022-07"": 0.5214, ""2022-08"": -0.0996, ""2022-09"": -0.2292, ""2022-10"": -0.1047, ""2022-11"": 0.0843, ""2022-12"": -0.2382, ""2023-01"": 0.7132, ""2023-02"": -0.0514, ""2023-03"": -0.0335, ""2023-04"": -0.0981, ""2023-05"": -0.1738, ""2023-06"": -0.0144, ""2023-07"": 0.2383, ""2023-08"": -0.0399, ""2023-09"": 0.0329, ""2023-10"": 0.8228, ""2023-11"": 0.5096, ""2023-12"": 0.442, ""2024-01"": -0.109, ""2024-02"": 0.2121, ""2024-03"": 0.4507, ""2024-04"": -0.2611, ""2024-05"": 0.2165, ""2024-06"": -0.0639, ""2024-07"": -0.0835, ""2024-08"": 0.0295, ""2024-09"": 0.0461, ""2024-10"": -0.0191, ""2024-11"": 0.1842, ""2024-12"": -0.1441}","{""2022"": -0.5723, ""2023"": 4.6215, ""2024"": 0.2937}",sig_fvg_fade__SOLUSDT__4h.parquet,v1
sig_liquidity,BTCUSDT,4h,6570,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.0,0,"{""strong_uptrend"": 0.0, ""weak_uptrend"": 0.0, ""weak_downtrend"": 0.0, ""strong_downtrend"": 0.0}",0.0,0.0,0.0,0.0,,0.0,2,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.0,0.0,0.0,0.0,0.0,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": 0.0, ""2022-04"": 0.0, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0, ""2022-08"": 0.0, ""2022-09"": 0.0, ""2022-10"": 0.0, ""2022-11"": 0.0, ""2022-12"": 0.0, ""2023-01"": 0.0, ""2023-02"": 0.0, ""2023-03"": 0.0, ""2023-04"": 0.0, ""2023-05"": 0.0, ""2023-06"": 0.0, ""2023-07"": 0.0, ""2023-08"": 0.0, ""2023-09"": 0.0, ""2023-10"": 0.0, ""2023-11"": 0.0, ""2023-12"": 0.0, ""2024-01"": 0.0, ""2024-02"": 0.0, ""2024-03"": 0.0, ""2024-04"": 0.0, ""2024-05"": 0.0, ""2024-06"": 0.0, ""2024-07"": 0.0, ""2024-08"": 0.0, ""2024-09"": 0.0, ""2024-10"": 0.0, ""2024-11"": 0.0, ""2024-12"": 0.0}","{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0}",sig_liquidity__BTCUSDT__4h.parquet,v1
sig_liquidity,ETHUSDT,4h,6570,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.0,0,"{""weak_uptrend"": 0.0, ""strong_downtrend"": 0.0, ""weak_downtrend"": 0.0, ""strong_uptrend"": 0.0}",0.0,0.0,0.0,0.0,,0.0,2,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.0,0.0,0.0,0.0,0.0,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": 0.0, ""2022-04"": 0.0, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0, ""2022-08"": 0.0, ""2022-09"": 0.0, ""2022-10"": 0.0, ""2022-11"": 0.0, ""2022-12"": 0.0, ""2023-01"": 0.0, ""2023-02"": 0.0, ""2023-03"": 0.0, ""2023-04"": 0.0, ""2023-05"": 0.0, ""2023-06"": 0.0, ""2023-07"": 0.0, ""2023-08"": 0.0, ""2023-09"": 0.0, ""2023-10"": 0.0, ""2023-11"": 0.0, ""2023-12"": 0.0, ""2024-01"": 0.0, ""2024-02"": 0.0, ""2024-03"": 0.0, ""2024-04"": 0.0, ""2024-05"": 0.0, ""2024-06"": 0.0, ""2024-07"": 0.0, ""2024-08"": 0.0, ""2024-09"": 0.0, ""2024-10"": 0.0, ""2024-11"": 0.0, ""2024-12"": 0.0}","{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0}",sig_liquidity__ETHUSDT__4h.parquet,v1
sig_liquidity,SOLUSDT,4h,6570,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.0,0,"{""weak_uptrend"": 0.0, ""strong_uptrend"": 0.0, ""strong_downtrend"": 0.0, ""weak_downtrend"": 0.0}",0.0,0.0,0.0,0.0,,0.0,2,"{""gate_mdd"": true, ""gate_calmar"": false, ""gate_dsr"": false, ""gate_dsr_prob"": false, ""gate_regimes"": false, ""gate_rho_to_bh"": true, ""gate_maker_fill"": false}",0.0,0.0,0.0,0.0,0.0,"{""2022-01"": 0.0, ""2022-02"": 0.0, ""2022-03"": 0.0, ""2022-04"": 0.0, ""2022-05"": 0.0, ""2022-06"": 0.0, ""2022-07"": 0.0, ""2022-08"": 0.0, ""2022-09"": 0.0, ""2022-10"": 0.0, ""2022-11"": 0.0, ""2022-12"": 0.0, ""2023-01"": 0.0, ""2023-02"": 0.0, ""2023-03"": 0.0, ""2023-04"": 0.0, ""2023-05"": 0.0, ""2023-06"": 0.0, ""2023-07"": 0.0, ""2023-08"": 0.0, ""2023-09"": 0.0, ""2023-10"": 0.0, ""2023-11"": 0.0, ""2023-12"": 0.0, ""2024-01"": 0.0, ""2024-02"": 0.0, ""2024-03"": 0.0, ""2024-04"": 0.0, ""2024-05"": 0.0, ""2024-06"": 0.0, ""2024-07"": 0.0, ""2024-08"": 0.0, ""2024-09"": 0.0, ""2024-10"": 0.0, ""2024-11"": 0.0, ""2024-12"": 0.0}","{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0}",sig_liquidity__SOLUSDT__4h.parquet,v1
