fired,skip_reason,slug,ws_s,outcome_truth,current_px,trend_align,v_trend,v_levels,v_momentum,p_up_levels,score_momentum,mom_imb_l5,mom_cvd_norm,mom_aggressor,bb_position,rsi14,direction,stake_usd,vwap_entry,shares,hit_levels,underfilled,won,pnl_usd,balance_cum_usd
False,pre_open_5.70<13.00,btc-updown-5m-1777959900,1777959600,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_5.78<13.00,btc-updown-5m-1777960200,1777959900,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_5.87<13.00,btc-updown-5m-1777960500,1777960200,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_5.95<13.00,btc-updown-5m-1777960800,1777960500,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_6.03<13.00,btc-updown-5m-1777961100,1777960800,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_6.12<13.00,btc-updown-5m-1777961400,1777961100,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_6.20<13.00,btc-updown-5m-1777961700,1777961400,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_6.28<13.00,btc-updown-5m-1777962000,1777961700,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_6.37<13.00,btc-updown-5m-1777962300,1777962000,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_6.45<13.00,btc-updown-5m-1777962600,1777962300,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_6.53<13.00,btc-updown-5m-1777962900,1777962600,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_6.62<13.00,btc-updown-5m-1777963200,1777962900,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_6.70<13.00,btc-updown-5m-1777963500,1777963200,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_6.78<13.00,btc-updown-5m-1777963800,1777963500,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_6.87<13.00,btc-updown-5m-1777964100,1777963800,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_6.95<13.00,btc-updown-5m-1777964400,1777964100,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_7.03<13.00,btc-updown-5m-1777964700,1777964400,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_7.12<13.00,btc-updown-5m-1777965000,1777964700,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_7.20<13.00,btc-updown-5m-1777965300,1777965000,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_7.28<13.00,btc-updown-5m-1777965600,1777965300,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_7.37<13.00,btc-updown-5m-1777965900,1777965600,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_7.45<13.00,btc-updown-5m-1777966200,1777965900,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_7.53<13.00,btc-updown-5m-1777966500,1777966200,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_7.62<13.00,btc-updown-5m-1777966800,1777966500,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_7.70<13.00,btc-updown-5m-1777967100,1777966800,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_7.78<13.00,btc-updown-5m-1777967400,1777967100,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_7.87<13.00,btc-updown-5m-1777967700,1777967400,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_7.95<13.00,btc-updown-5m-1777968000,1777967700,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.03<13.00,btc-updown-5m-1777968300,1777968000,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.12<13.00,btc-updown-5m-1777968600,1777968300,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.20<13.00,btc-updown-5m-1777968900,1777968600,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.28<13.00,btc-updown-5m-1777969200,1777968900,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.37<13.00,btc-updown-5m-1777969500,1777969200,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.45<13.00,btc-updown-5m-1777969800,1777969500,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.53<13.00,btc-updown-5m-1777970100,1777969800,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.62<13.00,btc-updown-5m-1777970400,1777970100,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.70<13.00,btc-updown-5m-1777970700,1777970400,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.78<13.00,btc-updown-5m-1777971000,1777970700,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.87<13.00,btc-updown-5m-1777971300,1777971000,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_8.95<13.00,btc-updown-5m-1777971600,1777971300,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_9.03<13.00,btc-updown-5m-1777971900,1777971600,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_9.12<13.00,btc-updown-5m-1777972200,1777971900,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_9.20<13.00,btc-updown-5m-1777972500,1777972200,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_9.53<13.00,btc-updown-5m-1777973700,1777973400,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_9.62<13.00,btc-updown-5m-1777974000,1777973700,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_9.70<13.00,btc-updown-5m-1777974300,1777974000,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_9.78<13.00,btc-updown-5m-1777974600,1777974300,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_9.87<13.00,btc-updown-5m-1777974900,1777974600,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_9.95<13.00,btc-updown-5m-1777975200,1777974900,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.03<13.00,btc-updown-5m-1777975500,1777975200,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.12<13.00,btc-updown-5m-1777975800,1777975500,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.20<13.00,btc-updown-5m-1777976100,1777975800,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.28<13.00,btc-updown-5m-1777976400,1777976100,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.37<13.00,btc-updown-5m-1777976700,1777976400,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.45<13.00,btc-updown-5m-1777977000,1777976700,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.53<13.00,btc-updown-5m-1777977300,1777977000,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.62<13.00,btc-updown-5m-1777977600,1777977300,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.70<13.00,btc-updown-5m-1777977900,1777977600,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.78<13.00,btc-updown-5m-1777978200,1777977900,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.87<13.00,btc-updown-5m-1777978500,1777978200,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_10.95<13.00,btc-updown-5m-1777978800,1777978500,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.03<13.00,btc-updown-5m-1777979100,1777978800,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.12<13.00,btc-updown-5m-1777979400,1777979100,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.20<13.00,btc-updown-5m-1777979700,1777979400,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.28<13.00,btc-updown-5m-1777980000,1777979700,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.37<13.00,btc-updown-5m-1777980300,1777980000,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.45<13.00,btc-updown-5m-1777980600,1777980300,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.53<13.00,btc-updown-5m-1777980900,1777980600,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.62<13.00,btc-updown-5m-1777981200,1777980900,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.70<13.00,btc-updown-5m-1777981500,1777981200,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.78<13.00,btc-updown-5m-1777981800,1777981500,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.87<13.00,btc-updown-5m-1777982100,1777981800,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_11.95<13.00,btc-updown-5m-1777982400,1777982100,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.03<13.00,btc-updown-5m-1777982700,1777982400,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.12<13.00,btc-updown-5m-1777983000,1777982700,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.20<13.00,btc-updown-5m-1777983300,1777983000,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.28<13.00,btc-updown-5m-1777983600,1777983300,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.37<13.00,btc-updown-5m-1777983900,1777983600,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.45<13.00,btc-updown-5m-1777984200,1777983900,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.53<13.00,btc-updown-5m-1777984500,1777984200,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.62<13.00,btc-updown-5m-1777984800,1777984500,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.70<13.00,btc-updown-5m-1777985100,1777984800,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.78<13.00,btc-updown-5m-1777985400,1777985100,Up,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.87<13.00,btc-updown-5m-1777985700,1777985400,Down,,,,,,,,,,,,,,,,,,,,,
False,pre_open_12.95<13.00,btc-updown-5m-1777986000,1777985700,Up,,,,,,,,,,,,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777986300,1777986000,Up,81466.57,3.0,1.0,0.0,1.0,0.5,0.2125014467717522,-0.22045454593061947,0.00227755048,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777986600,1777986300,Up,81482.73,3.0,1.0,0.0,1.0,0.5,0.2137673251312096,-0.21893668713197598,0.00447333328,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777986900,1777986600,Down,81591.9,3.0,1.0,0.0,-1.0,0.5,-0.1638336610547961,-0.4159591524569902,0.00849999976,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777987200,1777986900,Down,81580.14,3.0,1.0,0.0,1.0,0.5,0.37757937676471115,0.1897884419917779,0.00554666656,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777987500,1777987200,Down,81669.66,3.0,1.0,0.0,1.0,0.5,0.18485616122903917,-0.28980010708740206,0.00258734688,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777987800,1777987500,Up,81457.1,3.0,1.0,0.0,1.0,0.5,0.35917670293176984,0.13798175732942455,0.01328,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777988100,1777987800,Down,81529.43,3.0,1.0,0.0,1.0,0.5,0.28247017308988415,-0.06071280231528965,0.02251764672,1.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777988400,1777988100,Up,81465.05,3.0,1.0,0.0,0.0,0.5,0.016343548476142198,0.039565271190355494,0.0017247999999999999,0.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777988700,1777988400,Up,81319.99,3.0,1.0,-1.0,0.0,0.10539425427872673,0.02877830619850746,0.07194576549626865,0.0,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777989000,1777988700,Down,81478.0,3.0,1.0,0.0,1.0,0.5,0.34123754838471204,0.10214347096178011,0.0012672,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777989300,1777989000,Down,81583.16,3.0,1.0,0.0,1.0,0.5,0.15750522708834747,-0.19762659189330706,0.0065628568800000005,0.7819566892722343,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777989600,1777989300,Up,81249.61,3.0,1.0,-1.0,1.0,0.21294315403423425,0.4495800854355703,0.3559849205289258,0.02395372408,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777989900,1777989600,Down,81259.59,3.0,1.0,-1.0,1.0,0.19769254278729687,0.3848132397691998,0.21168015842299945,0.000470588,1.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777990200,1777989900,Down,81339.93,3.0,1.0,0.0,0.0,0.5,-0.09820096374819416,-0.2455738093704854,9.52e-05,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777990500,1777990200,Down,81249.45,3.0,1.0,-1.0,1.0,0.21318765281174573,0.4683025777986033,0.42045644449650815,0.0004,1.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777990800,1777990500,Up,81184.0,3.0,1.0,-1.0,0.0,0.3132029339853346,-0.04735863163117008,-0.11898481427792519,0.0007843136,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777991100,1777990800,Up,81015.39,3.0,1.0,-1.0,1.0,0.29322487499118943,0.44449083548722523,0.360015052778063,0.0016160479199999998,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777991400,1777991100,Down,81316.91,3.0,1.0,-1.0,1.0,0.11010085574572209,0.18079383807122845,-0.2993564282819288,0.0017880312800000002,1.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777991700,1777991400,Down,81450.6,3.0,1.0,0.0,0.0,0.5,-0.02005206628393006,-0.05690292580982515,0.0090303468,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777992000,1777991700,Up,81397.09,3.0,1.0,0.0,-1.0,0.5,-0.21379409834955498,-0.5363675985738875,0.0025098036,0.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777992300,1777992000,Down,81237.86,3.0,1.0,-1.0,0.0,0.23089853300733926,0.03733082384033853,0.09332705960084631,0.0,0.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777992600,1777992300,Up,81182.01,3.0,1.0,-1.0,0.0,0.31624388753057486,0.03511614747095404,-0.7197390108426149,0.07670583936000001,1.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777992900,1777992600,Down,81204.76,3.0,1.0,-1.0,0.0,0.2814792176039248,-0.060226164853586006,-0.152681882613965,0.0028219606399999997,0.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777993200,1777992900,Up,81353.85,3.0,1.0,0.0,0.0,0.4143370747106265,0.1395193396150585,-0.4013192979423537,0.00015686264,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777993500,1777993200,Down,81255.45,3.0,1.0,-1.0,1.0,0.2040189486552666,0.27497028157770237,-0.06657311929574407,0.005331764320000001,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777993800,1777993500,Up,81433.44,3.0,1.0,-1.0,1.0,0.34454577341283976,0.1823191336189736,-0.295196283392566,0.00132548992,1.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777994100,1777993800,Down,81546.95,3.0,1.0,-1.0,0.0,0.24501052262364836,0.07906880812420966,-0.5529103325494757,0.00077647048,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777994400,1777994100,Up,81538.55,3.0,1.0,-1.0,1.0,0.2523763591722227,0.1822180202648112,-0.29654894933797193,0.0027919999999999998,1.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777994700,1777994400,Down,81538.83,3.0,1.0,-1.0,0.0,0.2521308312872711,0.13702619181668313,-0.4091028733182921,0.0022244704800000003,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777995000,1777994700,Down,81610.42,3.0,1.0,-1.0,1.0,0.18935461241670287,0.17675333564217854,-0.3096766608945536,0.00208,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777995300,1777995000,Down,81614.12,3.0,1.0,-1.0,1.0,0.18611013679411686,0.1980968692494121,-0.2568578268764697,0.0028,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777995600,1777995300,Up,81629.99,3.0,1.0,-1.0,1.0,0.17219396702911355,0.2116372107688225,-0.22570697307794374,0.0064,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777995900,1777995600,Up,81609.99,3.0,1.0,-1.0,1.0,0.18973167309715971,0.19550231177301444,-0.26421062056746386,0.0039552,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777996200,1777995900,Down,81680.0,3.0,1.0,-1.0,1.0,0.133472716680698,0.35108874387177746,0.1273618596794437,0.00048,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777996500,1777996200,Down,81594.52,3.0,1.0,-1.0,1.0,0.22200142404039214,0.32708581911756013,0.06621754779390034,0.001996,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777996800,1777996500,Up,81579.47,3.0,1.0,-1.0,1.0,0.23758819341058068,0.41590591757604506,0.2888707939401126,0.0011920000000000001,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777997100,1777996800,Down,81550.19,3.0,1.0,-1.0,1.0,0.2679124862450667,0.15236390702080013,-0.3696725853079996,0.00077647048,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777997400,1777997100,Down,81586.61,3.0,1.0,-1.0,-1.0,0.2301935400349584,-0.18534667889459855,-0.4633666972364963,0.0,0.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777997700,1777997400,Up,81472.01,3.0,1.0,-1.0,0.0,0.3488808337109287,-0.07462733731213755,-0.1875624607803439,0.0013254900000000001,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777998000,1777997700,Down,81457.18,3.0,1.0,0.0,1.0,0.36423975661856184,0.36924435988815446,0.17281929972038615,0.0003888,1.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1777998300,1777998000,Down,81535.7,3.0,1.0,-1.0,0.0,0.28291928280148326,-0.09553504206742414,-0.24048466390856033,0.00219607832,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777998600,1777998300,Down,81454.29,3.0,1.0,0.0,-1.0,0.3672328306039324,-0.15538203085405444,-0.38845507713513605,0.0,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1777999500,1777999200,Up,81112.46,3.0,1.0,-1.0,1.0,0.19812932086209822,0.2050977476477168,-0.30499075660070796,0.09031350096,1.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1777999800,1777999500,Up,81147.68,3.0,1.0,0.0,0.0,0.4666675355141552,0.12761751568030608,-0.43279673359923476,0.0024540303999999995,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778000100,1777999800,Up,81225.82,3.0,1.0,-1.0,1.0,0.3037273556627027,0.2838724537202674,-0.05326004201933147,0.01725490176,1.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1778000400,1778000100,Up,81267.05,3.0,1.0,-1.0,0.0,0.21775316043268578,-0.07260814436243203,-0.18152036090608006,0.0,0.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1778000700,1778000400,Down,81235.57,3.0,1.0,-1.0,0.0,0.2833963247751755,-0.08377206766417139,-0.21001840436042848,0.0007843136,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778001000,1778000700,Up,81300.01,3.0,1.0,-1.0,-1.0,0.1490238498631748,-0.20469838118080072,-0.5117459529520018,0.0,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778001300,1778001000,Up,81290.0,3.0,1.0,-1.0,1.0,0.16989704157435853,0.37660694403844575,0.19087030134611438,0.000862745,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778001600,1778001300,Down,81381.4,3.0,1.0,0.0,1.0,0.42861356144822943,0.2501122769915082,-0.12707224862122954,0.0031372548,1.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778001900,1778001600,Up,81441.11,3.0,1.0,0.0,0.0,0.3648659469125709,0.02141388504569401,0.05353471261423502,0.0,0.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778002200,1778001900,Down,81428.65,3.0,1.0,0.0,0.0,0.37816849719082624,0.13691022022884036,0.3422755505721009,0.0,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778002500,1778002200,Down,81318.97,3.0,1.0,-1.0,1.0,0.10948781441418542,0.24994372860983058,-0.12695832534542353,0.00242352916,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778002800,1778002500,Up,81351.77,3.0,1.0,0.0,1.0,0.4602471541243428,0.3018673835787846,0.0037804589469615534,0.0011840000000000002,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778003100,1778002800,Up,81309.99,3.0,1.0,-1.0,1.0,0.12821321517007378,0.35213954196073927,0.0826217757618482,0.06363610552,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778003400,1778003100,Down,81267.71,3.0,1.0,-1.0,-1.0,0.21637690603413817,-0.34134944825009084,-0.10289362062522708,-0.00064,-1.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1778003700,1778003400,Down,81322.56,3.0,1.0,-1.0,0.0,0.1020018245797083,-0.08017866847489952,-0.20044667118724876,0.0,0.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1778004000,1778003700,Up,81294.99,3.0,1.0,-1.0,0.0,0.159491724227808,0.05930157377091649,0.1482539344272912,0.0,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778004300,1778004000,Up,81311.05,3.0,1.0,-1.0,1.0,0.12600286719666542,0.20643775354500593,-0.23402326311748514,0.00015686264,1.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778004600,1778004300,Up,81378.37,3.0,1.0,0.0,0.0,0.43184845128314736,-0.13054673463150737,-0.3262492835587685,-0.00015673736,0.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778004900,1778004600,Down,81452.01,3.0,1.0,0.0,0.0,0.35322888447012857,0.10780827526315293,-0.4917616646821176,0.015043137120000001,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778005200,1778004900,Down,81519.19,3.0,1.0,-1.0,1.0,0.31279178922334794,0.5262967168563117,0.5639356698007792,0.00240816312,1.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1778005500,1778005200,Up,81497.38,3.0,1.0,-1.0,0.0,0.34009011828023206,0.034470549441302976,0.08617637360325744,0.0,0.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778005800,1778005500,Up,81457.09,3.0,1.0,0.0,0.0,0.39051880593278593,-0.00926973713811751,-0.023174342845293776,0.0,0.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778006100,1778005800,Down,81449.73,3.0,1.0,0.0,0.0,0.39973089680205254,0.07088093464724815,-0.5733858985818796,0.0007843136,1.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1778006400,1778006100,Up,81502.12,3.0,1.0,-1.0,0.0,0.3341573314975915,0.06897804187125059,-0.6830609211618734,0.14067470112,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778006700,1778006400,Up,81473.44,3.0,1.0,0.0,1.0,0.37005444646097196,0.1716967486943488,-0.3239345985841279,0.004235293760000001,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778007000,1778006700,Down,81509.42,3.0,1.0,-1.0,-1.0,0.325020339195191,-0.1647888924347024,-0.41329043108675595,0.0017576,0.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1778007300,1778007000,Up,81528.14,3.0,1.0,-1.0,0.0,0.3015895863320568,-0.10782252288133963,-0.26967630720334906,0.00016,0.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1778007600,1778007300,Down,81499.99,3.0,1.0,-1.0,0.0,0.3368233306214291,-0.08664345120841169,-0.2166086280210292,0.0,0.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778007900,1778007600,Down,81484.0,3.0,1.0,0.0,0.0,0.35683709869202823,-0.10517611864495464,-0.2629402966123866,0.0,0.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778008200,1778007900,Down,81479.66,3.0,1.0,0.0,0.0,0.362269228362216,-0.019653714282459295,-0.04913428570614824,0.0,0.0,no_data,,,,,,,,,,
False,abstention_1_of_2,btc-updown-5m-1778008500,1778008200,Up,81455.0,3.0,1.0,0.0,0.0,0.39313473934538556,0.09649837325341974,0.24124593313354933,0.0,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778008800,1778008500,Up,81477.21,3.0,1.0,0.0,1.0,0.3653357531760304,0.20959482330206314,-0.22660117694484214,0.0007843136,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778009100,1778008800,Down,81550.09,3.0,1.0,-1.0,-1.0,0.2741160272858124,-0.23067636750110773,-0.5767497422427693,7.843132e-05,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778009400,1778009100,Up,81579.99,3.0,1.0,-1.0,1.0,0.23669190812940888,0.2618281985498456,-0.09845355252538593,0.0040320652000000005,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778009700,1778009400,Down,81567.57,3.0,1.0,-1.0,-1.0,0.1458029728941892,-0.20063404990293385,-0.5016439482473346,7.843132e-05,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778010000,1778009700,Up,81558.4,3.0,1.0,-1.0,1.0,0.15916642378316137,0.19708124043005965,-0.25855929892485086,0.0016832,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778010300,1778010000,Down,81606.39,3.0,1.0,-1.0,1.0,0.20364853870704952,0.32755919404545875,0.06827903813364686,0.0008252626399999999,1.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1778010600,1778010300,Down,81637.47,3.0,1.0,-1.0,0.0,0.16474748106889747,-0.0909792755021835,-0.22756818875545876,0.00016,0.0,no_data,,,,,,,,,,
False,conflict_pos1_neg1,btc-updown-5m-1778010900,1778010600,Down,81568.72,3.0,1.0,-1.0,0.0,0.1441270766540345,0.005966148037075463,0.014327134952688655,0.00078431352,0.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778011200,1778010900,Up,81624.98,3.0,1.0,-1.0,1.0,0.18038049940547068,0.2876447885452832,-0.03665148820679198,0.00768461276,1.0,no_data,,,,,,,,,,
False,momentum_engaged,btc-updown-5m-1778011500,1778011200,Down,81645.32,3.0,1.0,-1.0,1.0,0.15492208523686068,0.16995548194580898,-0.3255525951354775,0.0005884,1.0,no_data,,,,,,,,,,
